QuoteId,QuoteNumber,QuoteName,PartnerAccountName,EndUserAccountName,QuoteDate,ProductSKU,ProductName,MSRP,Quantity,DiscountPercent,NetPrice
Q1219,QT-2024-1219,Skyline Telecom 6 - Solution #1219,Pioneer Group 14,Skyline Telecom 6,2024-01-10,SRV-PRO,Processing Server Large,5999,16,7.77,88530.45
Q1219,QT-2024-1219,Skyline Telecom 6 - Solution #1219,Pioneer Group 14,Skyline Telecom 6,2024-01-10,RAD-100,Radio Handheld Basic,299,3,9.75,809.51
Q0778,QT-2024-0778,MetroMart Holdings - Solution #778,Quantum Group 87,MetroMart Holdings,2024-01-11,CAM-360X,360° Dome Camera,499,23,39.31,6965.19
Q0778,QT-2024-0778,MetroMart Holdings - Solution #778,Quantum Group 87,MetroMart Holdings,2024-01-11,CAM-1000,Indoor 1080p Camera,199,16,57.47,1354.02
Q0778,QT-2024-0778,MetroMart Holdings - Solution #778,Quantum Group 87,MetroMart Holdings,2024-01-11,RAD-200,Radio Handheld Pro,499,5,48.2,1292.33
Q0778,QT-2024-0778,MetroMart Holdings - Solution #778,Quantum Group 87,MetroMart Holdings,2024-01-11,CAM-1000,Indoor 1080p Camera,199,13,49.25,1312.9
Q0778,QT-2024-0778,MetroMart Holdings - Solution #778,Quantum Group 87,MetroMart Holdings,2024-01-11,RAD-100,Radio Handheld Basic,299,27,51.13,3945.44
Q0978,QT-2024-0978,Skyline Telecom 6 - Solution #978,Prime Logistics 35,Skyline Telecom 6,2024-01-11,RAD-100,Radio Handheld Basic,299,7,7.59,1934.04
Q0978,QT-2024-0978,Skyline Telecom 6 - Solution #978,Prime Logistics 35,Skyline Telecom 6,2024-01-11,LIC-CLOUD,Cloud Storage 1TB,149,20,14.83,2537.96
Q0978,QT-2024-0978,Skyline Telecom 6 - Solution #978,Prime Logistics 35,Skyline Telecom 6,2024-01-11,ACC-MOUNT,Universal Wall Mount,39,16,35.51,402.42
Q1434,QT-2024-1434,NovaCity Infrastructure - Solution #1434,Summit Group 54,NovaCity Infrastructure,2024-01-11,RAD-100,Radio Handheld Basic,299,6,6.63,1675.09
Q1434,QT-2024-1434,NovaCity Infrastructure - Solution #1434,Summit Group 54,NovaCity Infrastructure,2024-01-11,RAD-100,Radio Handheld Basic,299,15,21.24,3532.37
Q1434,QT-2024-1434,NovaCity Infrastructure - Solution #1434,Summit Group 54,NovaCity Infrastructure,2024-01-11,RAD-200,Radio Handheld Pro,499,5,5.44,2359.22
Q1434,QT-2024-1434,NovaCity Infrastructure - Solution #1434,Summit Group 54,NovaCity Infrastructure,2024-01-11,RAD-100,Radio Handheld Basic,299,24,12.85,6254.23
Q1434,QT-2024-1434,NovaCity Infrastructure - Solution #1434,Summit Group 54,NovaCity Infrastructure,2024-01-11,CAM-360X,360° Dome Camera,499,29,5.59,13662.31
Q1493,QT-2024-1493,TinyMart Three - Solution #1493,Summit Telecom 12,TinyMart Three,2024-01-11,CAM-360X,360° Dome Camera,499,1,74.39,127.81
Q1493,QT-2024-1493,TinyMart Three - Solution #1493,Summit Telecom 12,TinyMart Three,2024-01-11,SRV-PRO,Processing Server Large,5999,2,48.33,6199.39
Q0150,QT-2024-0150,MetroMart Holdings - Solution #150,Skyline Services 17,MetroMart Holdings,2024-01-12,RAD-200,Radio Handheld Pro,499,28,37.78,8693.74
Q0150,QT-2024-0150,MetroMart Holdings - Solution #150,Skyline Services 17,MetroMart Holdings,2024-01-12,RAD-100,Radio Handheld Basic,299,28,53.43,3898.53
Q0150,QT-2024-0150,MetroMart Holdings - Solution #150,Skyline Services 17,MetroMart Holdings,2024-01-12,RAD-100,Radio Handheld Basic,299,8,53.14,1120.82
Q0150,QT-2024-0150,MetroMart Holdings - Solution #150,Skyline Services 17,MetroMart Holdings,2024-01-12,CAM-1000,Indoor 1080p Camera,199,30,42.88,3410.08
Q0150,QT-2024-0150,MetroMart Holdings - Solution #150,Skyline Services 17,MetroMart Holdings,2024-01-12,RAD-200,Radio Handheld Pro,499,13,51.37,3154.65
Q0212,QT-2024-0212,Urban Logistics 34 - Solution #212,UrbanSecurity 32,Urban Logistics 34,2024-01-12,LIC-ANALYTICS,Analytics License Per Device,99,16,21.74,1239.71
Q0212,QT-2024-0212,Urban Logistics 34 - Solution #212,UrbanSecurity 32,Urban Logistics 34,2024-01-12,RAD-100,Radio Handheld Basic,299,8,8.27,2194.12
Q0212,QT-2024-0212,Urban Logistics 34 - Solution #212,UrbanSecurity 32,Urban Logistics 34,2024-01-12,RAD-200,Radio Handheld Pro,499,18,16.08,7537.43
Q0212,QT-2024-0212,Urban Logistics 34 - Solution #212,UrbanSecurity 32,Urban Logistics 34,2024-01-12,RAD-100,Radio Handheld Basic,299,15,11.1,3986.95
Q0212,QT-2024-0212,Urban Logistics 34 - Solution #212,UrbanSecurity 32,Urban Logistics 34,2024-01-12,CAM-1000,Indoor 1080p Camera,199,16,11.18,2828.13
Q0671,QT-2024-0671,Vertex Group 45 - Solution #671,EverlineRetail 80,Vertex Group 45,2024-01-12,RAD-200,Radio Handheld Pro,499,11,22.47,4255.7
Q0671,QT-2024-0671,Vertex Group 45 - Solution #671,EverlineRetail 80,Vertex Group 45,2024-01-12,RAD-100,Radio Handheld Basic,299,20,5.3,5662.8
Q0671,QT-2024-0671,Vertex Group 45 - Solution #671,EverlineRetail 80,Vertex Group 45,2024-01-12,RAD-200,Radio Handheld Pro,499,20,23.66,7619.05
Q0671,QT-2024-0671,Vertex Group 45 - Solution #671,EverlineRetail 80,Vertex Group 45,2024-01-12,SRV-EDGE,Edge Server Small,2499,19,22.32,36884.85
Q0951,QT-2024-0951,Evergreen Health Network - Solution #951,EverlineRetail 80,Evergreen Health Network,2024-01-12,RAD-100,Radio Handheld Basic,299,5,16.08,1254.64
Q0951,QT-2024-0951,Evergreen Health Network - Solution #951,EverlineRetail 80,Evergreen Health Network,2024-01-12,LIC-ANALYTICS,Analytics License Per Device,99,7,11.27,614.92
Q1503,QT-2024-1503,Urban Solutions 96 - Solution #1503,Prime Holdings 31,Urban Solutions 96,2024-01-12,CAM-360X,360° Dome Camera,499,6,10.33,2684.67
Q1503,QT-2024-1503,Urban Solutions 96 - Solution #1503,Prime Holdings 31,Urban Solutions 96,2024-01-12,RAD-100,Radio Handheld Basic,299,9,9.42,2437.55
Q1503,QT-2024-1503,Urban Solutions 96 - Solution #1503,Prime Holdings 31,Urban Solutions 96,2024-01-12,CAM-360X,360° Dome Camera,499,15,4.0,7185.77
Q1503,QT-2024-1503,Urban Solutions 96 - Solution #1503,Prime Holdings 31,Urban Solutions 96,2024-01-12,RAD-100,Radio Handheld Basic,299,8,28.33,1714.24
Q1503,QT-2024-1503,Urban Solutions 96 - Solution #1503,Prime Holdings 31,Urban Solutions 96,2024-01-12,RAD-200,Radio Handheld Pro,499,13,18.91,5260.58
Q0323,QT-2024-0323,Messy Data Corp - Solution #323,Everline Logistics 63,Messy Data Corp,2024-01-13,LIC-ANALYTICS,Analytics License Per Device,99,3,75.31,73.33
Q0323,QT-2024-0323,Messy Data Corp - Solution #323,Everline Logistics 63,Messy Data Corp,2024-01-13,RAD-100,Radio Handheld Basic,299,3,66.38,301.58
Q0323,QT-2024-0323,Messy Data Corp - Solution #323,Everline Logistics 63,Messy Data Corp,2024-01-13,RAD-100,Radio Handheld Basic,299,2,43.18,339.81
Q0323,QT-2024-0323,Messy Data Corp - Solution #323,Everline Logistics 63,Messy Data Corp,2024-01-13,SRV-EDGE,Edge Server Small,2499,1,75.29,617.59
Q0323,QT-2024-0323,Messy Data Corp - Solution #323,Everline Logistics 63,Messy Data Corp,2024-01-13,RAD-100,Radio Handheld Basic,299,3,62.3,338.15
Q0386,QT-2024-0386,Skyline Holdings 95 - Solution #386,Quantum Solutions 32,Skyline Holdings 95,2024-01-13,CAM-360X,360° Dome Camera,499,10,5.98,4691.77
Q0386,QT-2024-0386,Skyline Holdings 95 - Solution #386,Quantum Solutions 32,Skyline Holdings 95,2024-01-13,CAM-1000,Indoor 1080p Camera,199,10,4.05,1909.5
Q0989,QT-2024-0989,BlueShield Government Ops - Solution #989,Pioneer Stores 2,BlueShield Government Ops,2024-01-13,RAD-200,Radio Handheld Pro,499,5,10.16,2241.59
Q0989,QT-2024-0989,BlueShield Government Ops - Solution #989,Pioneer Stores 2,BlueShield Government Ops,2024-01-13,LIC-ANALYTICS,Analytics License Per Device,99,15,20.65,1178.31
Q0989,QT-2024-0989,BlueShield Government Ops - Solution #989,Pioneer Stores 2,BlueShield Government Ops,2024-01-13,LIC-CLOUD,Cloud Storage 1TB,149,30,8.63,4084.21
Q1412,QT-2024-1412,UrbanSecurity 93 - Solution #1412,Pioneer Stores 2,UrbanSecurity 93,2024-01-13,CAM-360X,360° Dome Camera,499,13,0.5,6454.61
Q1412,QT-2024-1412,UrbanSecurity 93 - Solution #1412,Pioneer Stores 2,UrbanSecurity 93,2024-01-13,CAM-360X,360° Dome Camera,499,8,19.68,3206.31
Q1412,QT-2024-1412,UrbanSecurity 93 - Solution #1412,Pioneer Stores 2,UrbanSecurity 93,2024-01-13,RAD-100,Radio Handheld Basic,299,18,3.14,5212.94
Q1452,QT-2024-1452,Sunset Retail Group - Solution #1452,EverlineRetail 80,Sunset Retail Group,2024-01-13,LIC-ANALYTICS,Analytics License Per Device,99,13,42.39,741.49
Q1452,QT-2024-1452,Sunset Retail Group - Solution #1452,EverlineRetail 80,Sunset Retail Group,2024-01-13,CAM-1000,Indoor 1080p Camera,199,15,41.25,1753.63
Q1452,QT-2024-1452,Sunset Retail Group - Solution #1452,EverlineRetail 80,Sunset Retail Group,2024-01-13,RAD-200,Radio Handheld Pro,499,24,37.51,7483.62
Q0968,QT-2024-0968,Nova Logistics 22 - Solution #968,Quantum Holdings 34,Nova Logistics 22,2024-01-14,ACC-MOUNT,Universal Wall Mount,39,9,17.75,288.71
Q1096,QT-2024-1096,MetroMart Holdings - Solution #1096,Summit Telecom 12,MetroMart Holdings,2024-01-14,RAD-100,Radio Handheld Basic,299,27,44.92,4446.56
Q1096,QT-2024-1096,MetroMart Holdings - Solution #1096,Summit Telecom 12,MetroMart Holdings,2024-01-14,SRV-PRO,Processing Server Large,5999,24,33.59,95612.98
Q1096,QT-2024-1096,MetroMart Holdings - Solution #1096,Summit Telecom 12,MetroMart Holdings,2024-01-14,SRV-PRO,Processing Server Large,5999,18,57.5,45892.17
Q1472,QT-2024-1472,MetroMart Holdings - Solution #1472,Summit Group 54,MetroMart Holdings,2024-01-14,RAD-100,Radio Handheld Basic,299,29,50.7,4275.17
Q1427,QT-2024-1427,Prime Group 1 - Solution #1427,Skyline Services 78,Prime Group 1,2024-01-15,SRV-PRO,Processing Server Large,5999,20,0.31,119606.37
Q1427,QT-2024-1427,Prime Group 1 - Solution #1427,Skyline Services 78,Prime Group 1,2024-01-15,LIC-CLOUD,Cloud Storage 1TB,149,12,4.83,1701.73
Q0642,QT-2024-0642,BlueShield Government Ops - Solution #642,Prime Logistics 35,BlueShield Government Ops,2024-01-16,LIC-CLOUD,Cloud Storage 1TB,149,30,18.28,3652.68
Q0642,QT-2024-0642,BlueShield Government Ops - Solution #642,Prime Logistics 35,BlueShield Government Ops,2024-01-16,CAM-1000,Indoor 1080p Camera,199,8,12.73,1389.31
Q0642,QT-2024-0642,BlueShield Government Ops - Solution #642,Prime Logistics 35,BlueShield Government Ops,2024-01-16,CAM-360X,360° Dome Camera,499,14,7.75,6444.93
Q0642,QT-2024-0642,BlueShield Government Ops - Solution #642,Prime Logistics 35,BlueShield Government Ops,2024-01-16,RAD-100,Radio Handheld Basic,299,16,11.01,4257.41
Q0642,QT-2024-0642,BlueShield Government Ops - Solution #642,Prime Logistics 35,BlueShield Government Ops,2024-01-16,CAM-1000,Indoor 1080p Camera,199,27,18.12,4399.25
Q1269,QT-2024-1269,Urban Stores 9 - Solution #1269,Quantum Holdings 34,Urban Stores 9,2024-01-16,CAM-1000,Indoor 1080p Camera,199,14,28.66,1987.41
Q1269,QT-2024-1269,Urban Stores 9 - Solution #1269,Quantum Holdings 34,Urban Stores 9,2024-01-16,SRV-EDGE,Edge Server Small,2499,18,13.89,38731.91
Q1269,QT-2024-1269,Urban Stores 9 - Solution #1269,Quantum Holdings 34,Urban Stores 9,2024-01-16,RAD-100,Radio Handheld Basic,299,1,3.79,287.68
Q1269,QT-2024-1269,Urban Stores 9 - Solution #1269,Quantum Holdings 34,Urban Stores 9,2024-01-16,CAM-1000,Indoor 1080p Camera,199,13,11.1,2299.8
Q1269,QT-2024-1269,Urban Stores 9 - Solution #1269,Quantum Holdings 34,Urban Stores 9,2024-01-16,SRV-EDGE,Edge Server Small,2499,1,7.04,2323.08
Q0656,QT-2024-0656,Quantum Holdings 25 - Solution #656,Quantum Solutions 32,Quantum Holdings 25,2024-01-17,RAD-100,Radio Handheld Basic,299,20,23.18,4593.79
Q1016,QT-2024-1016,Prime Group 14 - Solution #1016,Quantum Group 34,Prime Group 14,2024-01-17,RAD-100,Radio Handheld Basic,299,15,17.82,3685.67
Q1016,QT-2024-1016,Prime Group 14 - Solution #1016,Quantum Group 34,Prime Group 14,2024-01-17,RAD-100,Radio Handheld Basic,299,5,10.4,1339.59
Q1016,QT-2024-1016,Prime Group 14 - Solution #1016,Quantum Group 34,Prime Group 14,2024-01-17,LIC-CLOUD,Cloud Storage 1TB,149,4,7.39,551.98
Q1147,QT-2024-1147,Quantum Holdings 25 - Solution #1147,Quantum Group 38,Quantum Holdings 25,2024-01-17,LIC-ANALYTICS,Analytics License Per Device,99,10,20.62,785.85
Q1147,QT-2024-1147,Quantum Holdings 25 - Solution #1147,Quantum Group 38,Quantum Holdings 25,2024-01-17,CAM-360X,360° Dome Camera,499,20,3.0,9680.66
Q1147,QT-2024-1147,Quantum Holdings 25 - Solution #1147,Quantum Group 38,Quantum Holdings 25,2024-01-17,RAD-200,Radio Handheld Pro,499,19,1.86,9304.39
Q1147,QT-2024-1147,Quantum Holdings 25 - Solution #1147,Quantum Group 38,Quantum Holdings 25,2024-01-17,LIC-CLOUD,Cloud Storage 1TB,149,20,32.82,2001.87
Q1595,QT-2024-1595,BlueShield Government Ops - Solution #1595,Everline Logistics 63,BlueShield Government Ops,2024-01-17,LIC-CLOUD,Cloud Storage 1TB,149,5,8.67,680.38
Q1595,QT-2024-1595,BlueShield Government Ops - Solution #1595,Everline Logistics 63,BlueShield Government Ops,2024-01-17,RAD-100,Radio Handheld Basic,299,17,5.82,4787.01
Q1595,QT-2024-1595,BlueShield Government Ops - Solution #1595,Everline Logistics 63,BlueShield Government Ops,2024-01-17,LIC-CLOUD,Cloud Storage 1TB,149,6,11.69,789.52
Q1595,QT-2024-1595,BlueShield Government Ops - Solution #1595,Everline Logistics 63,BlueShield Government Ops,2024-01-17,CAM-1000,Indoor 1080p Camera,199,17,9.06,3076.57
Q1595,QT-2024-1595,BlueShield Government Ops - Solution #1595,Everline Logistics 63,BlueShield Government Ops,2024-01-17,LIC-ANALYTICS,Analytics License Per Device,99,16,5.75,1492.95
Q1238,QT-2024-1238,Messy Data Corp - Solution #1238,Quantum Group 38,Messy Data Corp,2024-01-18,LIC-CLOUD,Cloud Storage 1TB,149,1,54.8,67.34
Q1238,QT-2024-1238,Messy Data Corp - Solution #1238,Quantum Group 38,Messy Data Corp,2024-01-18,LIC-ANALYTICS,Analytics License Per Device,99,2,78.1,43.36
Q1238,QT-2024-1238,Messy Data Corp - Solution #1238,Quantum Group 38,Messy Data Corp,2024-01-18,RAD-200,Radio Handheld Pro,499,2,73.36,265.83
Q1238,QT-2024-1238,Messy Data Corp - Solution #1238,Quantum Group 38,Messy Data Corp,2024-01-18,RAD-100,Radio Handheld Basic,299,3,41.84,521.67
Q0721,QT-2024-0721,Everline Group 32 - Solution #721,Prime Telecom 29,Everline Group 32,2024-01-19,LIC-ANALYTICS,Analytics License Per Device,99,5,10.74,441.82
Q0721,QT-2024-0721,Everline Group 32 - Solution #721,Prime Telecom 29,Everline Group 32,2024-01-19,CAM-360X,360° Dome Camera,499,15,2.95,7264.21
Q0721,QT-2024-0721,Everline Group 32 - Solution #721,Prime Telecom 29,Everline Group 32,2024-01-19,LIC-CLOUD,Cloud Storage 1TB,149,12,4.84,1701.44
Q0721,QT-2024-0721,Everline Group 32 - Solution #721,Prime Telecom 29,Everline Group 32,2024-01-19,CAM-1000,Indoor 1080p Camera,199,8,31.2,1095.36
Q0040,QT-2024-0040,Messy Data Corp - Solution #40,Quantum Services 33,Messy Data Corp,2024-01-20,RAD-200,Radio Handheld Pro,499,3,56.18,656.03
Q0040,QT-2024-0040,Messy Data Corp - Solution #40,Quantum Services 33,Messy Data Corp,2024-01-20,SRV-EDGE,Edge Server Small,2499,2,44.61,2768.55
Q0040,QT-2024-0040,Messy Data Corp - Solution #40,Quantum Services 33,Messy Data Corp,2024-01-20,CAM-1000,Indoor 1080p Camera,199,2,46.87,211.44
Q0334,QT-2024-0334,MetroMart Holdings - Solution #334,Pioneer Group 14,MetroMart Holdings,2024-01-20,LIC-ANALYTICS,Analytics License Per Device,99,30,40.61,1763.95
Q0334,QT-2024-0334,MetroMart Holdings - Solution #334,Pioneer Group 14,MetroMart Holdings,2024-01-20,ACC-MOUNT,Universal Wall Mount,39,13,55.22,227.02
Q0334,QT-2024-0334,MetroMart Holdings - Solution #334,Pioneer Group 14,MetroMart Holdings,2024-01-20,RAD-100,Radio Handheld Basic,299,17,48.8,2602.73
Q0367,QT-2024-0367,Prime Group 14 - Solution #367,Orion Telecom 10,Prime Group 14,2024-01-20,LIC-CLOUD,Cloud Storage 1TB,149,13,6.66,1807.98
Q0428,QT-2024-0428,UrbanRetail 7 - Solution #428,SkylineSecurity 61,UrbanRetail 7,2024-01-20,RAD-200,Radio Handheld Pro,499,7,16.52,2915.95
